g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
4,10,1,1,,1|2|600|4|1|1,,4,0,2,1,4,1119,480,2819,4,4,4
4,10,1,2,,1|2|600|4|1|1,,5,0,11,6,18,3784,1296,10290,5,5,5
4,10,1,3,,1|2|600|4|1|1,,15,0,30,48,79,10021,3264,27293,9,15,15
4,10,1,4,,1|2|600|4|1|1,,18,0,63,458,522,26468,7920,74426,6,18,18
4,10,1,5,,1|2|600|4|1|1,,36,0,134,20489,20624,60782,18720,166882,8,36,36
4,10,1,6,,1|2|600|4|1|1,,20,0,85,1580,1666,38918,11088,109464,6,20,20
4,10,1,7,,1|2|600|4|1|1,Timeout,,0,166,602813,0,83858,24960,230338,7,33,64
4,10,1,8,,1|2|600|4|1|1,Timeout,,0,181,602889,0,95585,28080,262255,10,33,-1
4,10,1,9,,1|2|600|4|1|1,Timeout,,0,230,602365,0,113851,31200,321831,10,33,64
4,10,1,10,,1|2|600|4|1|1,Timeout,,0,232,603575,0,121103,34320,335961,10,33,-1
4,10,2,1,,1|2|600|4|1|1,,0,0,0,0,0,260,144,478,0,0,0
4,10,2,2,,1|2|600|4|1|1,,6,0,21,5,27,5525,1728,16045,6,6,6
4,10,2,3,,1|2|600|4|1|1,,6,0,20,10,32,7400,2160,21774,4,6,6
4,10,2,4,,1|2|600|4|1|1,,7,0,27,15,44,9693,2592,29361,6,7,7
4,10,2,5,,1|2|600|4|1|1,,8,0,25,18,44,11222,3024,33304,7,8,8
4,10,2,6,,1|2|600|4|1|1,,21,0,119,151234,151355,48030,12672,145550,12,21,21
4,10,2,7,,1|2|600|4|1|1,Timeout,,0,123,602948,0,56234,14256,173048,11,17,32
4,10,2,8,,1|2|600|4|1|1,Timeout,,0,152,602142,0,63363,15840,195311,8,23,24
4,10,2,9,,1|2|600|4|1|1,Timeout,,0,152,602697,0,72247,17424,225409,7,17,24
4,10,2,10,,1|2|600|4|1|1,Timeout,,0,176,602793,0,79553,19008,248489,6,17,32
4,10,3,1,,1|2|600|4|1|1,,5,0,15,6,23,5512,1728,16320,5,5,5
4,10,3,2,,1|2|600|4|1|1,,3,0,14,4,20,4222,1200,12652,3,3,3
4,10,3,3,,1|2|600|4|1|1,,3,0,10,5,16,5266,1440,15926,3,3,3
4,10,3,4,,1|2|600|4|1|1,,8,0,36,10,47,12021,3024,37847,6,8,8
4,10,3,5,,1|2|600|4|1|1,,8,0,31,25,57,14905,3456,48361,8,8,8
4,10,3,6,,1|2|600|4|1|1,,12,0,73,23959,24034,31594,7344,102488,7,12,12
4,10,3,7,,1|2|600|4|1|1,,12,0,87,136574,136663,35783,8160,116595,6,12,12
4,10,3,8,,1|2|600|4|1|1,Timeout,,0,100,604142,0,41095,8976,135793,8,13,16
4,10,3,9,,1|2|600|4|1|1,,11,0,103,30436,30541,45422,9792,150486,6,11,11
4,10,3,10,,1|2|600|4|1|1,Timeout,,0,224,603578,0,95085,20592,315059,8,17,32
4,10,4,1,,1|2|600|4|1|1,,2,0,4,1,6,2333,720,6591,2,2,2
4,10,4,2,,1|2|600|4|1|1,,2,0,5,1,7,3041,864,8909,2,2,2
4,10,4,3,,1|2|600|4|1|1,,4,0,23,3,28,6589,1680,20343,4,4,4
4,10,4,4,,1|2|600|4|1|1,,8,0,31,10,41,14716,3456,47500,8,8,8
4,10,4,5,,1|2|600|4|1|1,,5,0,56,18,76,17501,3888,57947,3,5,5
4,10,4,6,,1|2|600|4|1|1,,9,0,98,490,590,37518,8160,125690,6,9,9
